OBJECTID,FID_EJSCREEN_V4_AZ_2017,ID,FID_AZUTM_canopy_analysis_cities_20170914,NAME,County,AnalysisIm,AnalysisAr,TreeCityUSA,CityID,CanopyCover,CanopyCoverSE,CanopyCoverArea,CityAnalysisArea,CityPop2015,PopClass,PopClassLabel,PopDensityIndex,CanopyCoverIndex,TrafficProximityIndex,SustainabilityIndex,AirQualityIndex,HeatImpervIndex,MasterScore,MasterIndex,LowIncomeIndex,GIS_acres,Shape__Area,Shape__Length
1143,1210,040131076013,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1072153,0.820143889716203,0.232854637569925,1,0.966723421341046,0.773752550051032,0.621273826641211,0.71711226713135,0.448226950355,161.954735581035,655407.562133789,3237.24391473472
1144,1211,040131076021,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.07680177,0.820143889716203,0.00727694963776633,1,0.966558171029512,0.656434264676913,0.536034324505543,0.578494095204673,0.225025227043,160.827820000658,650847.096435547,3227.32952682341
1145,1212,040131076022,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1503423,0.820143889716203,0.00685003206356329,1,0.966558171029512,0.805175341086673,0.600175742636411,0.682802143742243,0.452160493827,161.367686804121,653031.859985352,3233.70419120042
1146,1213,040131077001,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.05049319,0.820143889716203,0.0571241979492263,1,0.960865659543901,0.577581064760964,0.507441479016268,0.531995841782253,0.0858823529412,207.308731308652,838948.671142578,4181.03692779709
1147,1214,040131077002,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.04146113,0.820143889716203,0.101820724036442,1,0.960865659543901,0.568473159492666,0.525726348933061,0.561731060528002,0.187319884726,210.292441289117,851023.31652832,4252.34504938726
1148,1215,040131077003,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1264822,0.820143889716203,0.188258411007478,1,0.960865659543901,0.823510594194136,0.599998812125262,0.682514415829724,0.28073089701,58.6136053315791,237200.845214844,2210.74707753803
1149,1216,040131077004,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1020672,0.820143889716203,0.147213847571305,1,0.960865659543901,0.673987268166157,0.598067892102135,0.679374315324252,0.482197355036,118.603821824685,479972.638427734,3228.36594128131
1150,1217,040131077005,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1532574,0.820143889716203,0.118558089794457,1,0.960865659543901,0.84161889259053,0.626229712618173,0.725171627371513,0.489164086687,51.9089939920302,210068.245727539,1864.59116772725
1151,1218,040131078001,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.02445716,0.820143889716203,0.00209363047348535,1,0.957889972723359,0.581602022790849,0.525757760715572,0.561782142992817,0.294117647059,368.08047264034,1489568.82446289,5718.45087351429
1152,1219,040131078002,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.04300871,0.820143889716203,0.00119271874663111,1,0.957889972723359,0.60066393090935,0.499518489337139,0.519111318550679,0.0737302020754,524.280135175454,2121686.43200684,5956.04987138321
1153,1220,040131079001,21,Paradise Valley,Maricopa,Google Imagery - Spring 2015,ASLD Incorporated Areas 2013,1,22,0.159999996423721,0.0183,2.451578140993,15.3223637236878,13673,D,"10,001 to 50,000",0.008219454,0.460431667540571,0.000869985378338088,1,0.925068289164976,0.209448912278864,0.397839518879035,0.687501531181862,0.180838323353,0.499369901482436,2020.87817382813,2000.42934667747
1154,1220,040131079001,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.008219454,0.820143889716203,0.000869985378338088,1,0.925068289164976,0.209448912278864,0.449226979189839,0.437326265548433,0.180838323353,1261.36554597583,5104565.26074219,11219.2086309454
1155,1220,040131079001,31,Scottsdale,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,32,0.0900000035762787,0.0143,8.99179311651408,99.9088084356926,231204,F,"100,001 and higher",0.008219454,0.712230202963026,0.000869985378338088,1,0.925068289164976,0.209448912278864,0.4338107382251,0.412256068198945,0.180838323353,1.1720628398056,4743.17004394531,771.903349423719
1156,1221,040131079002,21,Paradise Valley,Maricopa,Google Imagery - Spring 2015,ASLD Incorporated Areas 2013,1,22,0.159999996423721,0.0183,2.451578140993,15.3223637236878,13673,D,"10,001 to 50,000",0.04180966,0.460431667540571,0.0955966565842801,1,0.925068289164976,0.515898933355941,0.441987087246346,0.803773278007091,0.0551044083527,12.1975385438999,49361.6881103516,5401.42520973075
1157,1221,040131079002,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.04180966,0.820143889716203,0.0955966565842801,1,0.925068289164976,0.515898933355941,0.493374547557151,0.509119918359129,0.0551044083527,495.601830832522,2005629.45117188,7417.76753663863
1158,1222,040131079003,21,Paradise Valley,Maricopa,Google Imagery - Spring 2015,ASLD Incorporated Areas 2013,1,22,0.159999996423721,0.0183,2.451578140993,15.3223637236878,13673,D,"10,001 to 50,000",0.08662431,0.460431667540571,0.112864338993281,1,0.925068289164976,0.607098474254577,0.477297027365142,0.896769304056545,0.148992112182,1.2372891837386,5007.13171386719,845.698458133529
1159,1222,040131079003,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.08662431,0.820143889716203,0.112864338993281,1,0.925068289164976,0.607098474254577,0.528684487675946,0.566541644524512,0.148992112182,160.972602619895,651433.011230469,3240.3861051915
1160,1223,040131080001,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.03720555,0.820143889716203,0.0920262734062832,1,0.906777989590283,0.469241648554441,0.479408562961734,0.486408156731385,0.03046458492,434.598695388048,1758758.52026367,5540.39495787418
1161,1224,040131080002,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.05006141,0.820143889716203,0.0624863048266706,1,0.906777989590283,0.418993267964812,0.483159825461657,0.492508534339514,0.123655913978,501.836593951404,2030860.64367676,6093.34370056911
1162,1224,040131080002,31,Scottsdale,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,32,0.0900000035762787,0.0143,8.99179311651408,99.9088084356926,231204,F,"100,001 and higher",0.05006141,0.712230202963026,0.0624863048266706,1,0.906777989590283,0.418993267964812,0.467743584496917,0.467438336990025,0.123655913978,1.47158743706419,5955.30334472656,1784.1828401781
1163,1225,040131081001,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.06259269,0.820143889716203,0.110883593843394,1,0.926185620461861,0.581814047786747,0.530257208714976,0.569099234725284,0.210180623974,362.604544288218,1467408.52819824,5503.23105800171
1164,1226,040131082001,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1033695,0.820143889716203,0.0914830138021635,1,0.929738214686247,0.617338875544135,0.529576267894892,0.567991875234609,0.144960362401,106.387455044099,430534.756713867,2861.57958902028
1165,1227,040131082002,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.09973,0.820143889716203,0.366947993501283,1,0.929738214686247,0.683059667688822,0.619256520698488,0.7138316841271,0.435175879397,122.865157940351,497217.653320313,3277.09465175702
1166,1228,040131082003,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1145909,0.820143889716203,0.23414361123725,1,0.929738214686247,0.681773393917563,0.577456904297421,0.645856317453438,0.261808367072,159.268439388147,644536.506958008,3215.70591166593
1167,1229,040131083011,21,Paradise Valley,Maricopa,Google Imagery - Spring 2015,ASLD Incorporated Areas 2013,1,22,0.159999996423721,0.0183,2.451578140993,15.3223637236878,13673,D,"10,001 to 50,000",0.04497905,0.460431667540571,0.000728066833876672,1,0.944483350492741,0.646010555023123,0.458740032021217,0.847895620991742,0.114547537228,1.49685231252664,6057.5458984375,1747.35153502421
1168,1229,040131083011,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.04497905,0.820143889716203,0.000728066833876672,1,0.944483350492741,0.646010555023123,0.510127492332022,0.536363890002524,0.114547537228,237.523821464553,961224.801757813,4788.84374125814
1169,1230,040131083012,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1140601,0.820143889716203,0.00106014272884304,1,0.944483350492741,0.691398866867273,0.528632690846049,0.566457411490623,0.129282482224,167.027513295161,675936.365112305,3295.20846155835
1170,1231,040131083013,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.09691439,0.820143889716203,0.0013881595788874,1,0.944483350492741,0.573211091872825,0.536296822059863,0.578920973942856,0.317936874519,165.063998534212,667990.302856445,3267.76329849859
1171,1232,040131083021,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.09373778,0.820143889716203,0.10349484844237,1,0.934224837094718,0.666835189937945,0.566482188821294,0.628009017098554,0.34693877551,164.483043277862,665639.259521484,3263.10181473509
1172,1233,040131083022,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1195225,0.820143889716203,0.133824029468889,1,0.934224837094718,0.6519766251928,0.564509556204526,0.624801082744549,0.291875,164.854855674385,667143.931518555,3263.74325886876
1173,1234,040131084001,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.142286,0.820143889716203,0.466146270271209,1,0.949594703481754,0.806808021844637,0.704859084611611,0.853040274329649,0.749034749035,22.4165714775674,90716.6461181641,1373.59467237384
1174,1235,040131084002,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.06839035,0.820143889716203,0.102847671066905,1,0.949594703481754,0.624411111524374,0.532497032302968,0.572741680345292,0.162091503268,137.752064159156,557462.825805664,3299.45928084814
1175,1236,040131084003,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.2234658,0.820143889716203,0.127905397468569,1,0.949594703481754,0.759812146422506,0.625349965693693,0.723740965443955,0.496527777778,79.8525359697942,323151.748657227,2409.23801986603
1176,1237,040131084004,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.06269501,0.820143889716203,0.00148595345866097,1,0.949594703481754,0.6840963059095,0.518243582565237,0.549562437191709,0.109689213894,322.334712853372,1304442.30249023,4823.60493018626
1177,1238,040131084005,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1339477,0.820143889716203,0.17350252477457,1,0.949594703481754,0.75270935096923,0.594404768042763,0.673417270199299,0.330935251799,79.158853370726,320344.514282227,2410.60516554022
1178,1239,040131085011,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1188241,0.820143889716203,0.255156857456791,1,0.95588064257032,0.828702885193929,0.612567220475249,0.702953411199856,0.309262166405,132.037217569729,534335.662353516,3836.12715250618
1179,1240,040131085012,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.07063229,0.820143889716203,0.31863572591739,1,0.95588064257032,0.790728912749274,0.623454961439938,0.720659271876216,0.408163265306,187.951994197869,760614.734619141,4207.82997863627
1180,1241,040131085021,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1435987,0.820143889716203,0.309549399640043,1,0.953899945915289,0.753811760406695,0.619515311326674,0.714252534588353,0.355603448276,79.584564038448,322067.304199219,2413.34725093114
1181,1242,040131085022,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.395178,0.820143889716203,0.00152926489551085,1,0.953899945915289,0.805671965423552,0.619937797179242,0.714939589475823,0.363141524106,40.0755669568769,162180.065551758,1609.33335600469
1182,1243,040131085023,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1965268,0.820143889716203,0.0187655778245495,1,0.953899945915289,0.741268528543927,0.569382140733877,0.632724976515559,0.255070202808,80.3336730542671,325098.840454102,2418.40896431594
1183,1244,040131085024,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.05999089,0.820143889716203,0.000947154457418511,1,0.953899945915289,0.849993667591318,0.556861995321192,0.612364467292965,0.213058419244,119.472825906327,483489.372924805,3213.83177087034
1184,1245,040131086011,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1969679,0.820143889716203,0.194425619703288,1,0.95467908560021,0.666791763278907,0.637807928473468,0.744000352033455,0.631647211414,97.0973527381644,392939.045654297,2559.24938985567
1185,1246,040131086012,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.116087,0.820143889716203,0.437161143983084,1,0.95467908560021,0.754242363503229,0.698011373535974,0.841904390526902,0.803766105055,107.038240141994,433168.389648438,3753.76187569842
1186,1247,040131086021,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.112123,0.820143889716203,0.0142116323885804,1,0.958576909581958,0.879000505521053,0.586085199796669,0.659887823022831,0.318540433925,120.927195200294,489374.996582031,2828.45002494864
1187,1248,040131086022,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.09641381,0.820143889716203,0.0611395557904394,1,0.958576909581958,0.631294387873603,0.5908186265528,0.667585415658221,0.568161829376,149.571582780655,605294.720336914,3265.29977803889
1188,1249,040131086023,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1156648,0.820143889716203,0.230639574335616,1,0.958576909581958,0.808436023734933,0.648565626765113,0.761494734731199,0.606498194946,88.4771866189514,358054.471313477,3473.22622849615
1189,1250,040131086024,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.2199762,0.820143889716203,0.00626029948365287,1,0.958576909581958,0.774381332867447,0.6302197870587,0.73166036570221,0.632199861207,80.6714243167746,326465.671020508,2415.9146113098
1190,1251,040131088021,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1455734,0.820143889716203,0.0012720266718322,1,0.962504515743448,0.724808723505714,0.587237851185207,0.661762287611957,0.45636242505,126.978500379899,513863.759521484,2928.91953910078
1191,1252,040131088022,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.04345831,0.820143889716203,0.200936866724016,1,0.962504515743448,0.709260050708527,0.563216008766151,0.622697490199831,0.206208425721,129.218131464287,522927.224853516,2985.07306015177
1192,1253,040131089011,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1608096,0.820143889716203,0.363546029229788,1,0.956056314579033,0.721074662983334,0.666946438306198,0.791385975652558,0.646994535519,70.0713534390736,283568.706420898,2524.95711479698
1193,1254,040131089012,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1597037,0.820143889716203,0.024064524457112,1,0.956056314579033,0.707226925371574,0.590859272894855,0.667651515547238,0.468819599109,69.2457229944831,280227.498657227,2576.7755283044
1194,1255,040131089013,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.08749182,0.820143889716203,0.21371154987956,1,0.956056314579033,0.664349320367037,0.603606208336032,0.688380835220071,0.483490566038,119.3602923222,483033.965332031,2737.04616329783
1195,1256,040131089021,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1577497,0.820143889716203,0.00105585511278267,1,0.957585505845068,0.812540315201133,0.627178133262294,0.726713967866374,0.641171684296,95.9433424135496,388268.931396484,2738.77980906925
1196,1257,040131089022,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.2035094,0.820143889716203,0.00172591037035503,1,0.957585505845068,0.788522228027619,0.638340809388868,0.744866933565452,0.696898771211,103.416333179606,418511.052612305,2989.00181950879
1197,1258,040131089023,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1012925,0.820143889716203,0.001082793279529,1,0.957585505845068,0.774970976541031,0.608285331141166,0.695990117691427,0.602921646746,91.5480557749863,370481.837524414,2634.92629155436
1198,1259,040131089024,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.09884974,0.820143889716203,0.00156224258836454,1,0.957585505845068,0.771141992530093,0.585055878752115,0.658213920689445,0.446107784431,83.2209041987405,336783.05065918,2587.8858441176
1199,1260,040131090011,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.2673678,0.820143889716203,0.211106033971988,1,0.948117784869301,0.857544442747114,0.70509783719841,0.853428538529881,0.831404958678,83.598613963086,338311.588256836,2451.96881445813
1200,1261,040131090012,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.5030316,0.820143889716203,0.387713416607793,1,0.948117784869301,0.911042266021951,0.771488208083831,0.961393878719499,0.830368487929,77.0674332399654,311880.837036133,2387.60020511312
1201,1262,040131090021,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.2481696,0.820143889716203,0.00456095437560685,1,0.953811900186954,0.844186769067825,0.6552790780175,0.77241228254188,0.71608040201,59.2498374974865,239775.585693359,1998.67672127357
1202,1263,040131090022,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.2520625,0.820143889716203,0.186797032395444,1,0.953811900186954,0.795396986472776,0.688207640341745,0.825961364824125,0.8092412039,115.252726954304,466411.237792969,2772.55787089861
1203,1264,040131090023,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1594826,0.820143889716203,0.00487108210052989,1,0.953811900186954,0.752686011626386,0.632538279115094,0.735430743548532,0.736772486772,58.3767617403569,236242.373168945,2001.41056175444
1204,1265,040131090031,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.4960071,0.820143889716203,0.0708797745971094,1,0.950244500161137,0.72855574577916,0.682891265958587,0.817315771175556,0.71440786661,58.7184693151543,237625.21484375,2009.21288640571
1205,1266,040131090032,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1742892,0.820143889716203,0.294525252074958,1,0.950244500161137,0.781836512173547,0.70068499774757,0.846252291339842,0.883755588674,100.192936834087,405466.429443359,3209.79227720163
1206,1267,040131090033,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.5415,0.820143889716203,0.205264325518159,1,0.950244500161137,0.715219870542937,0.735570194898932,0.902983292052716,0.916618746406,39.8898667013091,161428.563598633,1607.36777361164
1207,1268,040131090034,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.222943,0.820143889716203,0.52404303043601,1,0.950244500161137,0.838144061477966,0.757990244696762,0.9394432224795,0.95041322314,40.1027582438924,162290.104980469,1609.65155818794
1208,1269,040131091011,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1038761,0.820143889716203,0.00324087290638807,1,0.946709039209699,0.601690999095212,0.580598074821526,0.650964551369076,0.588525601481,192.175833251634,777708.005249023,4260.76548241709
1209,1270,040131091012,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1782937,0.820143889716203,0.0129617576944217,1,0.946709039209699,0.743255036917886,0.616871928818517,0.709953813434393,0.616740088106,125.43286263308,507608.785644531,3466.52657486285
1210,1271,040131091021,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.3561971,0.820143889716203,0.234096585835463,1,0.941868853520185,0.723700590693231,0.693858353166223,0.835150666288662,0.781001403837,73.8831767969113,298994.608764648,2460.17109944107
1211,1272,040131091022,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1794914,0.820143889716203,0.207185055779552,1,0.941868853520185,0.714261074660971,0.653765647812754,0.769951112273819,0.713409290096,156.568191594639,633608.991577148,3187.3018588957
1212,1273,040131091023,25,Phoenix,Maricopa,Google Imagery - Spring 2015,ASLD incorporated area x Census Urbanized Area intersection,1,26,0.0599999986588955,0.0119,22.3860965737325,373.10161790168,1527509,F,"100,001 and higher",0.1283029,0.820143889716203,0.207598207802857,1,0.941868853520185,0.65063056765697,0.637866037560188,0.7440948501848,0.716517857143,86.0009152757386,348033.355957031,2583.99347986374
